Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,"LateAircraftDelay
",Oairname,OCity,OCountry,OLatitude,OLongitude,Dair,DCity,DCountry,DLatitude,DLongitude
2008,1,3,4,1421,1330,1539,1455,WN,2719,N466WN,78,85,64,44,51,OAK,SAN,446,4,10,0,,0,18,0,0,0,"26
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,3,4,738,730,855,855,WN,2982,N455WN,77,85,66,0,8,OAK,SAN,446,2,9,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,3,4,659,700,836,825,WN,3416,N633SW,97,85,65,11,-1,OAK,SAN,446,3,29,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,3,4,1044,1040,1209,1205,WN,3590,N633SW,85,85,66,4,4,OAK,SAN,446,3,16,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,3,4,1503,1415,1729,1615,WN,237,N281WN,146,120,91,74,48,OAK,SEA,671,5,50,0,,0,8,0,26,0,"40
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,3,4,801,800,949,1000,WN,811,N328SW,108,120,92,-11,1,OAK,SEA,671,4,12,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,3,4,1745,1655,2000,1855,WN,1071,N315SW,135,120,113,65,50,OAK,SEA,671,7,15,0,,0,20,0,15,0,"30
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,3,4,944,945,1131,1145,WN,3431,N413WN,107,120,91,-14,-1,OAK,SEA,671,4,12,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Seattle Tacoma Intl,Seattle,United States,47.449,-122.309306
2008,1,3,4,1325,1300,1611,1540,WN,125,N782SA,106,100,83,31,25,OAK,SLC,588,2,21,0,,0,21,0,6,0,"4
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,3,4,655,655,925,945,WN,720,N769SW,90,110,78,-20,0,OAK,SLC,588,3,9,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,3,4,1741,1640,2027,1920,WN,2282,N739GB,106,100,83,67,61,OAK,SLC,588,3,20,0,,0,0,0,6,0,"61
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,3,4,2118,2105,2234,2225,WN,83,N771SA,76,80,60,9,13,OAK,SNA,371,4,12,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
2008,1,3,4,NA,1045,NA,1205,WN,747,,NA,80,NA,0,NA,OAK,SNA,371,NA,NA,1,A,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
2008,1,3,4,741,745,857,910,WN,2191,N236WN,76,85,62,-13,-4,OAK,SNA,371,4,10,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
2008,1,3,4,837,840,957,1000,WN,3657,N260WN,80,80,64,-3,-3,OAK,SNA,371,5,11,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222
2008,1,3,4,1844,1810,2137,2125,WN,3402,N744SW,113,135,92,12,34,OAK,TUS,747,3,18,0,,0,NA,NA,NA,NA,"NA
",Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722,Tucson Intl,Tucson,United States,32.116083,-110.941028
2008,1,3,4,1157,1200,1245,1250,WN,102,N639SW,48,50,37,-5,-3,OKC,DAL,181,4,7,0,,0,NA,NA,NA,NA,"NA
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,3,4,1701,1655,1751,1745,WN,1760,N640SW,50,50,40,6,6,OKC,DAL,181,4,6,0,,0,NA,NA,NA,NA,"NA
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,3,4,620,625,709,715,WN,3591,N654SW,49,50,36,-6,-5,OKC,DAL,181,4,9,0,,0,NA,NA,NA,NA,"NA
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,3,4,1948,1910,2025,1945,WN,900,N679AA,97,95,81,40,38,OKC,DEN,495,8,8,0,,0,11,0,2,0,"27
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,3,4,1252,1245,1404,1405,WN,449,N528SW,72,80,61,-1,7,OKC,HOU,419,3,8,0,,0,NA,NA,NA,NA,"NA
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,3,4,1944,1830,2053,1950,WN,1257,N507SW,69,80,60,63,74,OKC,HOU,419,2,7,0,,0,5,0,0,0,"58
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,3,4,645,645,750,750,WN,112,N527SW,65,65,51,0,0,OKC,MCI,313,6,8,0,,0,NA,NA,NA,NA,"NA
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,3,4,1914,1855,2017,2000,WN,1230,N677AA,63,65,50,17,19,OKC,MCI,313,4,9,0,,0,0,0,0,0,"17
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,3,4,1717,1625,1843,1750,WN,303,N683SW,146,145,135,53,52,OKC,PHX,833,4,7,0,,0,5,0,1,0,"47
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,839,835,1003,1005,WN,1010,N744SW,144,150,130,-2,4,OKC,PHX,833,5,9,0,,0,NA,NA,NA,NA,"NA
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,737,735,855,855,WN,547,N525SW,78,80,66,0,2,OKC,STL,462,4,8,0,,0,NA,NA,NA,NA,"NA
",Will Rogers World,Oklahoma City,United States,35.393089,-97.600733,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,655,655,746,755,WN,864,N640SW,171,180,159,-9,0,OMA,LAS,1099,3,9,0,,0,NA,NA,NA,NA,"NA
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,2023,1920,2153,2040,WN,153,N658SW,90,80,64,73,63,OMA,MDW,423,19,7,0,,0,0,0,10,0,"63
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,1618,1430,1733,1550,WN,1153,N440LV,75,80,63,103,108,OMA,MDW,423,4,8,0,,0,1,0,0,0,"102
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,611,610,732,730,WN,1765,N239WN,81,80,61,2,1,OMA,MDW,423,8,12,0,,0,NA,NA,NA,NA,"NA
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,2045,1905,2238,2100,WN,242,N797MX,173,175,161,98,100,OMA,PHX,1037,5,7,0,,0,11,0,0,0,"87
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,633,625,819,820,WN,1069,N630WN,166,175,153,-1,8,OMA,PHX,1037,4,9,0,,0,NA,NA,NA,NA,"NA
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,750,750,854,855,WN,501,N515SW,64,65,49,-1,0,OMA,STL,342,4,11,0,,0,NA,NA,NA,NA,"NA
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,1417,1415,1518,1520,WN,2111,N673AA,61,65,47,-2,2,OMA,STL,342,4,10,0,,0,NA,NA,NA,NA,"NA
",Eppley Afld,Omaha,United States,41.303167,-95.894069,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,3,4,1523,1455,1627,1555,WN,239,N660SW,64,60,39,32,28,ONT,LAS,197,19,6,0,,0,4,0,4,0,"24
",Ontario Intl,Ontario,United States,34.056,-117.601194,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,1008,915,1106,1015,WN,773,N472WN,58,60,41,51,53,ONT,LAS,197,4,13,0,,0,0,0,33,0,"18
",Ontario Intl,Ontario,United States,34.056,-117.601194,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,815,815,915,915,WN,818,N244WN,60,60,41,0,0,ONT,LAS,197,6,13,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,1300,1250,1358,1350,WN,1582,N318SW,58,60,41,8,10,ONT,LAS,197,4,13,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,615,610,715,710,WN,3244,N475WN,60,60,40,5,5,ONT,LAS,197,4,16,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,823,825,941,945,WN,238,N680AA,78,80,68,-4,-2,ONT,OAK,361,3,7,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,1302,1250,1412,1405,WN,403,N432WN,70,75,62,7,12,ONT,OAK,361,4,4,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,1531,1425,1648,1540,WN,985,N328SW,77,75,68,68,66,ONT,OAK,361,4,5,0,,0,14,0,2,0,"52
",Ontario Intl,Ontario,United States,34.056,-117.601194,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,2150,2125,2312,2240,WN,1480,N292WN,82,75,71,32,25,ONT,OAK,361,3,8,0,,0,0,0,7,0,"25
",Ontario Intl,Ontario,United States,34.056,-117.601194,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,NA,1135,NA,1250,WN,2196,,NA,75,NA,0,NA,ONT,OAK,361,NA,NA,1,A,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,704,710,820,830,WN,2987,N385SW,76,80,64,-10,-6,ONT,OAK,361,3,9,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,1628,1625,1833,1835,WN,84,N669SW,65,70,49,-2,3,ONT,PHX,325,6,10,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,1123,1120,1317,1330,WN,627,N320SW,54,70,46,-13,3,ONT,PHX,325,3,5,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,1751,1745,1949,1955,WN,780,N773SA,58,70,46,-6,6,ONT,PHX,325,5,7,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,610,610,807,820,WN,885,N406WN,57,70,45,-13,0,ONT,PHX,325,3,9,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,2158,2115,2352,2320,WN,2458,N409WN,54,65,45,32,43,ONT,PHX,325,4,5,0,,0,0,0,0,0,"32
",Ontario Intl,Ontario,United States,34.056,-117.601194,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,750,740,953,950,WN,3509,N684WN,63,70,46,3,10,ONT,PHX,325,4,13,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,1820,1820,1927,1930,WN,145,N482WN,67,70,56,-3,0,ONT,SJC,333,4,7,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,3,4,1743,1725,1855,1835,WN,187,N690SW,72,70,55,20,18,ONT,SJC,333,8,9,0,,0,2,0,2,0,"16
",Ontario Intl,Ontario,United States,34.056,-117.601194,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,3,4,958,950,1103,1100,WN,1670,N742SW,65,70,53,3,8,ONT,SJC,333,5,7,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,3,4,1341,1340,1444,1450,WN,2472,N338SW,63,70,53,-6,1,ONT,SJC,333,3,7,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,3,4,2134,2050,2257,2200,WN,3691,N257WN,83,70,58,57,44,ONT,SJC,333,11,14,0,,0,0,0,13,0,"44
",Ontario Intl,Ontario,United States,34.056,-117.601194,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,3,4,2248,2135,6,2250,WN,551,N795SW,78,75,63,76,73,ONT,SMF,389,5,10,0,,0,0,0,3,0,"73
",Ontario Intl,Ontario,United States,34.056,-117.601194,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,1203,1155,1314,1310,WN,876,N212WN,71,75,57,4,8,ONT,SMF,389,5,9,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,1415,1410,1533,1525,WN,1409,N600WN,78,75,64,8,5,ONT,SMF,389,6,8,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,1357,1335,1513,1455,WN,2105,N313SW,76,80,64,18,22,ONT,SMF,389,4,8,0,,0,1,0,0,0,"17
",Ontario Intl,Ontario,United States,34.056,-117.601194,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,619,615,745,735,WN,2548,N335SW,86,80,61,10,4,ONT,SMF,389,4,21,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,852,855,959,1015,WN,3602,N737JW,67,80,57,-16,-3,ONT,SMF,389,4,6,0,,0,NA,NA,NA,NA,"NA
",Ontario Intl,Ontario,United States,34.056,-117.601194,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,1753,1720,1845,1810,WN,1320,N456WN,52,50,37,35,33,ORF,BWI,159,5,10,0,,0,9,0,2,0,"24
",Norfolk Intl,Norfolk,United States,36.894611,-76.201222,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1031,1010,1122,1100,WN,3604,N257WN,51,50,38,22,21,ORF,BWI,159,5,8,0,,0,13,0,1,0,"8
",Norfolk Intl,Norfolk,United States,36.894611,-76.201222,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,816,655,941,840,WN,1574,N791SW,85,105,73,61,81,ORF,JAX,543,4,8,0,,0,61,0,0,0,"0
",Norfolk Intl,Norfolk,United States,36.894611,-76.201222,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
2008,1,3,4,1314,1210,1538,1445,WN,2363,N405WN,324,335,308,53,64,ORF,LAS,2155,7,9,0,,0,41,0,0,0,"12
",Norfolk Intl,Norfolk,United States,36.894611,-76.201222,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,1851,1835,2038,2040,WN,1828,N785SW,107,125,93,-2,16,ORF,MCO,655,5,9,0,,0,NA,NA,NA,NA,"NA
",Norfolk Intl,Norfolk,United States,36.894611,-76.201222,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,3,4,1659,1650,1808,1805,WN,2729,N754SW,129,135,109,3,9,ORF,MDW,704,5,15,0,,0,NA,NA,NA,NA,"NA
",Norfolk Intl,Norfolk,United States,36.894611,-76.201222,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,2042,1950,2256,2210,WN,165,N749SW,134,140,122,46,52,PBI,BWI,883,3,9,0,,0,18,0,0,0,"28
",Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,1637,1600,1854,1825,WN,1143,N459WN,137,145,121,29,37,PBI,BWI,883,6,10,0,,0,6,0,0,0,"23
",Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,3,4,723,720,1007,1000,WN,1157,N714CB,164,160,147,7,3,PBI,ISP,1052,5,12,0,,0,NA,NA,NA,NA,"NA
",Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,3,4,1147,1145,1441,1425,WN,2466,N394SW,174,160,162,16,2,PBI,ISP,1052,4,8,0,,0,0,0,16,0,"0
",Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,3,4,752,750,1041,1025,WN,2560,N789SW,169,155,151,16,2,PBI,PHL,951,4,14,0,,0,0,0,16,0,"0
",Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,3,4,1006,1010,1054,1100,WN,3311,N707SA,48,50,35,-6,-4,PBI,TPA,174,4,9,0,,0,NA,NA,NA,NA,"NA
",Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,Tampa Intl,Tampa,United States,27.975472,-82.53325
2008,1,3,4,635,635,722,725,WN,3778,N730SW,47,50,34,-3,0,PBI,TPA,174,4,9,0,,0,NA,NA,NA,NA,"NA
",Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,Tampa Intl,Tampa,United States,27.975472,-82.53325
2008,1,3,4,1338,1320,1536,1525,WN,2377,N229WN,58,65,49,11,18,PDX,BOI,344,3,6,0,,0,NA,NA,NA,NA,"NA
",Portland Intl,Portland,United States,45.588722,-122.5975,Boise Air Terminal,Boise,United States,43.564361,-116.222861
2008,1,3,4,1632,1610,1832,1810,WN,2991,N378SW,60,60,49,22,22,PDX,BOI,344,3,8,0,,0,15,0,0,0,"7
",Portland Intl,Portland,United States,45.588722,-122.5975,Boise Air Terminal,Boise,United States,43.564361,-116.222861
2008,1,3,4,1619,1525,1715,1620,WN,957,N258WN,56,55,45,55,54,PDX,GEG,279,5,6,0,,0,17,0,1,0,"37
",Portland Intl,Portland,United States,45.588722,-122.5975,Spokane Intl,Spokane,United States,47.619861,-117.533833
2008,1,3,4,2132,2050,2222,2150,WN,3155,N449WN,50,60,39,32,42,PDX,GEG,279,4,7,0,,0,23,0,0,0,"9
",Portland Intl,Portland,United States,45.588722,-122.5975,Spokane Intl,Spokane,United States,47.619861,-117.533833
2008,1,3,4,2054,2035,2259,2235,WN,874,N678AA,125,120,113,24,19,PDX,LAS,762,7,5,0,,0,12,0,5,0,"7
",Portland Intl,Portland,United States,45.588722,-122.5975,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,1111,1055,1323,1300,WN,3070,N660SW,132,125,119,23,16,PDX,LAS,762,4,9,0,,0,16,0,7,0,"0
",Portland Intl,Portland,United States,45.588722,-122.5975,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,3,4,737,735,1322,1330,WN,1206,N469WN,225,235,209,-8,2,PDX,MDW,1751,6,10,0,,0,NA,NA,NA,NA,"NA
",Portland Intl,Portland,United States,45.588722,-122.5975,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,3,4,2154,2025,2337,2205,WN,447,N427WN,103,100,93,92,89,PDX,OAK,543,3,7,0,,0,12,0,3,0,"77
",Portland Intl,Portland,United States,45.588722,-122.5975,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,1437,1425,1624,1605,WN,753,N292WN,107,100,84,19,12,PDX,OAK,543,17,6,0,,0,0,0,7,12,"0
",Portland Intl,Portland,United States,45.588722,-122.5975,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,1207,1140,1339,1320,WN,1585,N766SW,92,100,83,19,27,PDX,OAK,543,4,5,0,,0,0,0,0,11,"8
",Portland Intl,Portland,United States,45.588722,-122.5975,Metropolitan Oakland Intl,Oakland,United States,37.721278,-122.220722
2008,1,3,4,1119,1105,1450,1435,WN,451,N619SW,151,150,137,15,14,PDX,PHX,1009,7,7,0,,0,0,0,1,14,"0
",Portland Intl,Portland,United States,45.588722,-122.5975,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,626,620,950,955,WN,3419,N796SW,144,155,134,-5,6,PDX,PHX,1009,3,7,0,,0,NA,NA,NA,NA,"NA
",Portland Intl,Portland,United States,45.588722,-122.5975,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,3,4,2056,1940,2213,2055,WN,1939,N239WN,77,75,62,78,76,PDX,RNO,444,6,9,0,,0,5,0,2,0,"71
",Portland Intl,Portland,United States,45.588722,-122.5975,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108
2008,1,3,4,1440,1420,1602,1540,WN,3513,N686SW,82,80,69,22,20,PDX,RNO,444,4,9,0,,0,20,0,2,0,"0
",Portland Intl,Portland,United States,45.588722,-122.5975,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108
2008,1,3,4,700,700,852,850,WN,2114,N364SW,112,110,97,2,0,PDX,SJC,569,3,12,0,,0,NA,NA,NA,NA,"NA
",Portland Intl,Portland,United States,45.588722,-122.5975,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,3,4,1152,1135,1345,1320,WN,2558,N337SW,113,105,101,25,17,PDX,SJC,569,5,7,0,,0,5,0,8,0,"12
",Portland Intl,Portland,United States,45.588722,-122.5975,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,3,4,1056,1045,1329,1330,WN,1756,N484WN,93,105,84,-1,11,PDX,SLC,630,3,6,0,,0,NA,NA,NA,NA,"NA
",Portland Intl,Portland,United States,45.588722,-122.5975,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,3,4,1324,1315,1457,1440,WN,71,N312SW,93,85,82,17,9,PDX,SMF,479,4,7,0,,0,9,0,8,0,"0
",Portland Intl,Portland,United States,45.588722,-122.5975,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,842,835,1006,1000,WN,505,N762SW,84,85,73,6,7,PDX,SMF,479,3,8,0,,0,NA,NA,NA,NA,"NA
",Portland Intl,Portland,United States,45.588722,-122.5975,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,2100,1840,2226,2005,WN,2807,N344SW,86,85,72,141,140,PDX,SMF,479,4,10,0,,0,3,0,1,0,"137
",Portland Intl,Portland,United States,45.588722,-122.5975,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,1534,1515,1704,1640,WN,3659,N321SW,90,85,79,24,19,PDX,SMF,479,5,6,0,,0,7,0,5,0,"12
",Portland Intl,Portland,United States,45.588722,-122.5975,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,3,4,648,645,802,805,WN,3767,N520SW,134,140,97,-3,3,PHL,BNA,675,21,16,0,,0,NA,NA,NA,NA,"NA
",Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,3,4,2017,2010,2136,2155,WN,384,N743SW,79,105,63,-19,7,PHL,CMH,405,5,11,0,,0,NA,NA,NA,NA,"NA
",Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,3,4,639,640,800,820,WN,1245,N747SA,81,100,64,-20,-1,PHL,CMH,405,5,12,0,,0,NA,NA,NA,NA,"NA
",Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,3,4,1914,1845,2151,2145,WN,1589,N656SW,157,180,133,6,29,PHL,FLL,992,4,20,0,,0,NA,NA,NA,NA,"NA
",Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,3,4,1118,1040,1340,1340,WN,32,N370SW,202,240,188,0,38,PHL,HOU,1335,3,11,0,,0,NA,NA,NA,NA,"NA
",Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139,William P Hobby,Houston,United States,29.645419,-95.278889
