Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,"LateAircraftDelay ",Oaname,OCity,OCountry,OLatitude,OLongitude,Daname,DCity,DCountry,DLatitude,DLongitude
2008,1,6,7,1231,1230,1401,1345,WN,2209,N218WN,90,75,67,16,1,SNA,SJC,342,4,19,0,,0,0,0,16,0,"0",John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222,Norman Y Mineta San Jose Intl,San Jose,United States,37.3626,-121.929022
2008,1,6,7,1156,1140,1315,1305,WN,970,N464WN,79,85,69,10,16,SNA,SMF,404,4,6,0,,0,NA,NA,NA,NA,"NA",John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,6,7,2128,2100,2254,2225,WN,3401,N294WN,86,85,73,29,28,SNA,SMF,404,5,8,0,,0,11,0,1,0,"17",John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,6,7,1426,1420,1551,1545,WN,3501,N420WN,85,85,75,6,6,SNA,SMF,404,4,6,0,,0,NA,NA,NA,NA,"NA",John Wayne Arpt Orange Co,Santa Ana,United States,33.675667,-117.868222,Sacramento Intl,Sacramento,United States,38.695417,-121.590778
2008,1,6,7,1739,1615,1902,1730,WN,2205,N346SW,83,75,64,92,84,STL,BHM,410,4,15,0,,0,71,0,8,0,"13",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Birmingham Intl,Birmingham,United States,33.562942,-86.75355
2008,1,6,7,1427,1420,1715,1715,WN,406,N621SW,108,115,98,0,7,STL,BWI,737,4,6,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,6,7,2100,2100,2338,2350,WN,1156,N690SW,98,110,87,-12,0,STL,BWI,737,3,8,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,6,7,949,950,1216,1220,WN,3151,N651SW,87,90,72,-4,-1,STL,CLE,487,5,10,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Cleveland Hopkins Intl,Cleveland,United States,41.411689,-81.849794
2008,1,6,7,959,1005,1210,1220,WN,928,N756SA,71,75,58,-10,-6,STL,CMH,410,4,9,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,6,7,2222,1945,2358,2130,WN,479,N738CB,96,105,85,148,157,STL,DAL,546,3,8,0,,0,0,0,0,0,"148",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,6,7,2122,2100,2301,2245,WN,1062,N424WN,99,105,86,16,22,STL,DAL,546,5,8,0,,0,8,0,0,0,"8",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,6,7,1749,1740,1932,1925,WN,2007,N399WN,103,105,88,7,9,STL,DAL,546,4,11,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,6,7,808,805,945,950,WN,3837,N680AA,97,105,84,-5,3,STL,DAL,546,4,9,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,6,7,1529,1525,1752,1755,WN,3949,N334SW,83,90,71,-3,4,STL,DTW,440,7,5,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Detroit Metro Wayne Co,Detroit,United States,42.212444,-83.353389
2008,1,6,7,750,755,944,1005,WN,847,N510SW,114,130,102,-21,-5,STL,HOU,687,3,9,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,6,7,1442,1440,1703,1650,WN,983,N725SW,141,130,109,13,2,STL,HOU,687,25,7,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,6,7,1737,1735,1929,1915,WN,725,N282WN,232,220,203,14,2,STL,LAS,1372,13,16,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,6,7,650,650,844,835,WN,2121,N332SW,234,225,218,9,0,STL,LAS,1372,6,10,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,6,7,935,935,1043,1040,WN,2177,N611SW,68,65,52,3,0,STL,LIT,296,4,12,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Adams Fld,Little Rock,United States,34.729444,-92.224306
2008,1,6,7,1302,1250,1410,1350,WN,187,N307SW,68,60,44,20,12,STL,MCI,237,4,20,0,,0,3,0,8,0,"9",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,6,7,2106,2110,2204,2210,WN,954,N626SW,58,60,45,-6,-4,STL,MCI,237,4,9,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,6,7,1524,1520,1619,1620,WN,1209,N398SW,55,60,45,-1,4,STL,MCI,237,4,6,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,6,7,2048,2010,2355,2325,WN,125,N210WN,127,135,115,30,38,STL,MCO,880,4,8,0,,0,0,0,0,0,"30",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,6,7,635,640,940,1000,WN,3342,N440LV,125,140,110,-20,-5,STL,MCO,880,6,9,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Orlando Intl,Orlando,United States,28.429394,-81.308994
2008,1,6,7,1330,1330,1436,1430,WN,146,N504SW,66,60,48,6,0,STL,MDW,251,10,8,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,1744,1720,1847,1820,WN,1430,N514SW,63,60,44,27,24,STL,MDW,251,5,14,0,,0,24,0,3,0,"0",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,1244,1235,1336,1335,WN,1489,N617SW,52,60,41,1,9,STL,MDW,251,4,7,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,2000,1940,2100,2040,WN,3168,N635SW,60,60,45,20,20,STL,MDW,251,5,10,0,,0,12,0,0,0,"8",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,1935,1920,2102,2050,WN,166,N761RR,87,90,75,12,15,STL,OKC,462,3,9,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Will Rogers World,Oklahoma City,United States,35.393089,-97.600733
2008,1,6,7,2140,2120,2247,2230,WN,429,N510SW,67,70,54,17,20,STL,OMA,342,3,10,0,,0,13,0,0,0,"4",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Eppley Afld,Omaha,United States,41.303167,-95.894069
2008,1,6,7,820,825,932,935,WN,1835,N683SW,72,70,58,-3,-5,STL,OMA,342,3,11,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Eppley Afld,Omaha,United States,41.303167,-95.894069
2008,1,6,7,1954,1950,2226,2215,WN,194,N314SW,212,205,197,11,4,STL,PHX,1262,4,11,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,6,7,932,935,1206,1210,WN,1245,N418WN,214,215,199,-4,-3,STL,PHX,1262,5,10,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,6,7,627,625,859,900,WN,2646,N669SW,212,215,196,-1,2,STL,PHX,1262,6,10,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,6,7,1948,1950,2137,2145,WN,2039,N386SW,49,55,36,-8,-2,STL,SDF,254,5,8,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Louisville International Airport,Louisville,United States,38.1740858,-85.7364989
2008,1,6,7,1736,1735,1942,1955,WN,3743,N235WN,186,200,171,-13,1,STL,SLC,1156,4,11,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Salt Lake City Intl,Salt Lake City,United States,40.788389,-111.977772
2008,1,6,7,1645,1630,1958,1945,WN,773,N321SW,133,135,119,13,15,STL,TPA,869,4,10,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Tampa Intl,Tampa,United States,27.975472,-82.53325
2008,1,6,7,824,825,936,940,WN,2094,N664WN,72,75,61,-4,-1,STL,TUL,351,3,8,0,,0,NA,NA,NA,NA,"NA",Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028,Tulsa Intl,Tulsa,United States,36.198389,-95.888111
2008,1,6,7,1757,1755,2043,2035,WN,3603,N429WN,166,160,155,8,2,TPA,ALB,1130,2,9,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Albany Intl,Albany,United States,42.748267,-73.801692
2008,1,6,7,1044,1045,1328,1325,WN,241,N485WN,164,160,149,3,-1,TPA,BDL,1111,4,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Bradley Intl,Windsor Locks,United States,41.938889,-72.683222
2008,1,6,7,652,650,713,715,WN,472,N362SW,81,85,67,-2,2,TPA,BHM,460,3,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Birmingham Intl,Birmingham,United States,33.562942,-86.75355
2008,1,6,7,2041,2015,2054,2040,WN,3512,N463WN,73,85,63,14,26,TPA,BHM,460,3,7,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Birmingham Intl,Birmingham,United States,33.562942,-86.75355
2008,1,6,7,932,930,1021,1020,WN,602,N900WN,109,110,93,1,2,TPA,BNA,612,5,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,6,7,1721,1720,1805,1815,WN,3492,N740SW,104,115,91,-10,1,TPA,BNA,612,5,8,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Nashville Intl,Nashville,United States,36.124472,-86.678194
2008,1,6,7,1055,1055,1342,1330,WN,2265,N425LV,167,155,150,12,0,TPA,BUF,1054,3,14,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Buffalo Niagara Intl,Buffalo,United States,42.940525,-78.732167
2008,1,6,7,659,700,910,910,WN,200,N705SW,131,130,114,0,-1,TPA,BWI,842,5,12,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,6,7,1609,1610,1813,1820,WN,394,N226WN,124,130,114,-7,-1,TPA,BWI,842,3,7,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,6,7,2209,2035,15,2245,WN,2292,N346SW,126,130,111,90,94,TPA,BWI,842,5,10,0,,0,2,0,0,0,"88",Tampa Intl,Tampa,United States,27.975472,-82.53325,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,6,7,2034,1955,2240,2210,WN,3596,N261WN,126,135,113,30,39,TPA,BWI,842,2,11,0,,0,5,0,0,0,"25",Tampa Intl,Tampa,United States,27.975472,-82.53325,Baltimore Washington Intl,Baltimore,United States,39.175361,-76.668333
2008,1,6,7,2030,2025,2235,2240,WN,1240,N609SW,125,135,111,-5,5,TPA,CMH,829,4,10,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Port Columbus Intl,Columbus,United States,39.997972,-82.891889
2008,1,6,7,1158,1155,1345,1400,WN,3328,N254WN,227,245,205,-15,3,TPA,DEN,1506,5,17,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Denver Intl,Denver,United States,39.861656,-104.673178
2008,1,6,7,1100,1100,1157,1200,WN,676,N724SW,57,60,40,-3,0,TPA,FLL,197,3,14,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,6,7,1446,1435,1533,1530,WN,968,N503SW,47,55,36,3,11,TPA,FLL,197,2,9,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,6,7,1243,1245,1338,1345,WN,2293,N296WN,55,60,41,-7,-2,TPA,FLL,197,4,10,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,6,7,1743,1740,1833,1840,WN,3136,N356SW,50,60,39,-7,3,TPA,FLL,197,2,9,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Fort Lauderdale Hollywood Intl,Fort Lauderdale,United States,26.072583,-80.15275
2008,1,6,7,1912,1840,2018,2010,WN,58,N679AA,126,150,111,8,32,TPA,HOU,781,4,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,6,7,905,905,1011,1035,WN,368,N503SW,126,150,114,-24,0,TPA,HOU,781,4,8,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,6,7,945,945,1205,1150,WN,821,N676SW,140,125,120,15,0,TPA,IAD,810,6,14,0,,0,0,0,15,0,"0",Tampa Intl,Tampa,United States,27.975472,-82.53325,Washington Dulles Intl,Washington,United States,38.944533,-77.455811
2008,1,6,7,1000,1000,1227,1230,WN,101,N790SW,147,150,135,-3,0,TPA,ISP,1034,4,8,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,6,7,1132,1130,1404,1400,WN,3311,N222WN,152,150,142,4,2,TPA,ISP,1034,3,7,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Long Island Mac Arthur,Islip,United States,40.79525,-73.100222
2008,1,6,7,1158,1155,1252,1245,WN,629,N612SW,54,50,32,7,3,TPA,JAX,180,7,15,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Jacksonville Intl,Jacksonville,United States,30.494056,-81.687861
2008,1,6,7,1808,1805,1946,2000,WN,3774,N403WN,158,175,140,-14,3,TPA,MCI,1048,5,13,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,6,7,758,800,951,940,WN,798,N327SW,173,160,154,11,-2,TPA,MDW,997,5,14,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,1555,1555,1737,1740,WN,1864,N618WN,162,165,146,-3,0,TPA,MDW,997,6,10,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,2123,2120,2245,2300,WN,2721,N467WN,142,160,127,-15,3,TPA,MDW,997,9,6,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,1311,1315,1619,1610,WN,3484,N796SW,188,175,167,9,-4,TPA,MHT,1204,5,16,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Manchester Regional Airport,Manchester NH,United States,42.932556,-71.435667
2008,1,6,7,1353,1355,1424,1440,WN,1936,N357SW,91,105,73,-16,-2,TPA,MSY,487,5,13,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028
2008,1,6,7,1140,1140,1343,1350,WN,2362,N771SA,123,130,106,-7,0,TPA,ORF,717,8,9,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Norfolk Intl,Norfolk,United States,36.894611,-76.201222
2008,1,6,7,1645,1645,1738,1735,WN,87,N343SW,53,50,33,3,0,TPA,PBI,174,4,16,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589
2008,1,6,7,746,750,1002,1020,WN,17,N223WN,136,150,123,-18,-4,TPA,PHL,920,2,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,6,7,1037,1015,1302,1245,WN,1574,N650SW,145,150,134,17,22,TPA,PHL,920,3,8,0,,0,5,0,0,0,"12",Tampa Intl,Tampa,United States,27.975472,-82.53325,Philadelphia Intl,Philadelphia,United States,39.871944,-75.241139
2008,1,6,7,1543,1540,1810,1830,WN,875,N743SW,267,290,249,-20,3,TPA,PHX,1788,9,9,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,6,7,721,720,1002,1005,WN,212,N208WN,161,165,145,-3,1,TPA,PVD,1137,5,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Theodore Francis Green State,Providence,United States,41.732581,-71.420383
2008,1,6,7,1030,1025,1317,1305,WN,3318,N740SW,167,160,153,12,5,TPA,PVD,1137,5,9,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Theodore Francis Green State,Providence,United States,41.732581,-71.420383
2008,1,6,7,1124,1120,1304,1300,WN,201,N294WN,100,100,86,4,4,TPA,RDU,587,3,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Raleigh Durham Intl,Raleigh-durham,United States,35.877639,-78.787472
2008,1,6,7,1723,1720,1855,1915,WN,998,N753SW,152,175,139,-20,3,TPA,SAT,972,6,7,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,San Antonio Intl,San Antonio,United States,29.533694,-98.469778
2008,1,6,7,1429,1425,1638,1630,WN,977,N612SW,129,125,112,8,4,TPA,SDF,727,6,11,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Louisville International Airport,Louisville,United States,38.1740858,-85.7364989
2008,1,6,7,913,910,1028,1040,WN,3917,N626SW,135,150,124,-12,3,TPA,STL,869,3,8,0,,0,NA,NA,NA,NA,"NA",Tampa Intl,Tampa,United States,27.975472,-82.53325,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,6,7,1546,1535,1641,1635,WN,574,N659SW,55,60,44,6,11,TUL,DAL,237,3,8,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,6,7,957,1000,1052,1055,WN,2094,N664WN,55,55,42,-3,-3,TUL,DAL,237,3,10,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,6,7,745,745,841,845,WN,3575,N297WN,56,60,42,-4,0,TUL,DAL,237,3,11,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,6,7,1143,1145,1330,1320,WN,407,N601WN,107,95,94,10,-2,TUL,HOU,453,5,8,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,William P Hobby,Houston,United States,29.645419,-95.278889
2008,1,6,7,931,935,1042,1040,WN,3947,N519SW,191,185,172,2,-4,TUL,LAS,1076,11,8,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,6,7,1835,1815,1921,1910,WN,3915,N521SW,46,55,36,11,20,TUL,MCI,223,3,7,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Kansas City Intl,Kansas City,United States,39.297606,-94.713905
2008,1,6,7,705,705,852,850,WN,560,N340LV,167,165,150,2,0,TUL,PHX,935,7,10,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Phoenix Sky Harbor Intl,Phoenix,United States,33.434278,-112.011583
2008,1,6,7,654,655,753,800,WN,995,N664WN,59,65,49,-7,-1,TUL,STL,351,3,7,0,,0,NA,NA,NA,NA,"NA",Tulsa Intl,Tulsa,United States,36.198389,-95.888111,Lambert St Louis Intl,St. Louis,United States,38.748697,-90.370028
2008,1,6,7,1811,1735,1906,1835,WN,580,N606SW,55,60,42,31,36,TUS,ABQ,321,7,6,0,,0,3,0,0,0,"28",Tucson Intl,Tucson,United States,32.116083,-110.941028,Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944
2008,1,6,7,1449,1420,1506,1435,WN,280,N708SA,77,75,65,31,29,TUS,LAS,365,5,7,0,,0,2,0,2,0,"27",Tucson Intl,Tucson,United States,32.116083,-110.941028,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,6,7,1702,1610,1724,1625,WN,2005,N614SW,82,75,70,59,52,TUS,LAS,365,5,7,0,,0,0,0,7,0,"52",Tucson Intl,Tucson,United States,32.116083,-110.941028,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,6,7,1000,1005,1016,1020,WN,2465,N782SA,76,75,61,-4,-5,TUS,LAS,365,5,10,0,,0,NA,NA,NA,NA,"NA",Tucson Intl,Tucson,United States,32.116083,-110.941028,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225
2008,1,6,7,1722,1625,1756,1655,WN,225,N315SW,94,90,81,61,57,TUS,LAX,451,6,7,0,,0,13,0,4,0,"44",Tucson Intl,Tucson,United States,32.116083,-110.941028,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075
2008,1,6,7,1400,1335,1435,1405,WN,1032,N309SW,95,90,81,30,25,TUS,LAX,451,9,5,0,,0,9,0,5,0,"16",Tucson Intl,Tucson,United States,32.116083,-110.941028,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075
2008,1,6,7,1204,1200,1253,1235,WN,1655,N647SW,109,95,85,18,4,TUS,LAX,451,13,11,0,,0,0,0,18,0,"0",Tucson Intl,Tucson,United States,32.116083,-110.941028,Los Angeles Intl,Los Angeles,United States,33.942536,-118.408075
2008,1,6,7,1328,1325,1722,1740,WN,3831,N391SW,174,195,164,-18,3,TUS,MDW,1440,2,8,0,,0,NA,NA,NA,NA,"NA",Tucson Intl,Tucson,United States,32.116083,-110.941028,Chicago Midway Intl,Chicago,United States,41.785972,-87.752417
2008,1,6,7,722,725,734,740,WN,66,N287WN,72,75,61,-6,-3,TUS,SAN,367,3,8,0,,0,NA,NA,NA,NA,"NA",Tucson Intl,Tucson,United States,32.116083,-110.941028,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,6,7,1941,1850,2000,1900,WN,644,N437WN,79,70,67,60,51,TUS,SAN,367,3,9,0,,0,7,0,9,0,"44",Tucson Intl,Tucson,United States,32.116083,-110.941028,San Diego Intl,San Diego,United States,32.733556,-117.189667
2008,1,7,1,1842,1845,2032,2040,WN,746,N746SW,50,55,37,-8,-3,ABQ,AMA,277,4,9,0,,0,NA,NA,NA,NA,"NA",Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,Rick Husband Amarillo Intl,Amarillo,United States,35.219369,-101.705931
2008,1,7,1,1441,1435,1718,1710,WN,45,N339SW,97,95,82,8,6,ABQ,DAL,580,3,12,0,,0,NA,NA,NA,NA,"NA",Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,7,1,2011,2015,2234,2240,WN,230,N618WN,83,85,75,-6,-4,ABQ,DAL,580,2,6,0,,0,NA,NA,NA,NA,"NA",Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,7,1,1147,1130,1426,1405,WN,438,N629SW,99,95,81,21,17,ABQ,DAL,580,3,15,0,,0,7,0,4,0,"10",Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
2008,1,7,1,1302,1305,1537,1540,WN,1940,N360SW,95,95,83,-3,-3,ABQ,DAL,580,5,7,0,,0,NA,NA,NA,NA,"NA",Albuquerque International Sunport,Albuquerque,United States,35.0402222,-106.6091944,Dallas Love Fld,Dallas,United States,32.847111,-96.851778
